Iteration,W_dist,mu_dist,var_dist,mu_wind,var_wind,W_angle,var_wind_angle_change
1,0.0,0.9,0.1,0.3,0.01,0.0,0.01
2,0.03313605644597714,0.7791358848770598,0.09839801473063467,0.2619074486684871,0.012376664108296288,0.03840295611419179,0.013507136521360489
3,0.050065704258655745,0.8478684148367079,0.07978383833921594,0.23265388908964676,0.01320386808252306,0.027968285509558145,0.01464851350150707
4,0.051792898137067875,0.9162186968463709,0.057927038654701155,0.2106235346824319,0.013925127337480985,0.028149205035825582,0.01422683233467818
5,0.0648820961015345,0.9007469628081725,0.050059751158749305,0.21057823570913864,0.014363758282339965,0.027581795364525243,0.01662892652517816
6,0.053313900654637134,0.9392154964448001,0.051098636998328756,0.22393075499184698,0.01474734479345066,0.034634769753355714,0.016862399029197263
7,0.05893033909295076,0.9517646715972019,0.047433179353585035,0.22761226061570655,0.015073226809870208,0.03307632834260045,0.015902984161888373
8,0.062008727359487675,0.9378529410968519,0.0464396286082316,0.21191035827665755,0.015223538380184063,0.03577494826634509,0.016676413054182916
9,0.05759899615920611,0.9376436726645802,0.03864607236443231,0.21314103661531278,0.015244497879524912,0.03401321646898623,0.016950476010470172
10,0.04310420484196566,0.935824742511769,0.0353057350942495,0.2196802427334233,0.015172482457935791,0.0326865334016967,0.016924091958344142
11,0.04791195213097667,0.9366348537506078,0.03581702377291568,0.2397020760083951,0.015385162338235446,0.031608999932848096,0.01716995192158137
12,0.05275233699407457,0.9441489675217485,0.03760382536082864,0.2292183223480853,0.015482100287509112,0.03399010959406629,0.017236438358195064
13,0.03538484468484884,0.9484332711608587,0.03497054650637957,0.23101138737899893,0.015512690999910268,0.03109935425034205,0.017351757390896266
14,0.03333475506108988,0.946720663091018,0.03775661975446154,0.2307856843083873,0.015456025498757572,0.03055821549290047,0.017573924752545964
15,0.04198082285546774,0.9471262789717596,0.03905229102205125,0.22884755008985852,0.015435400662088915,0.03390644463175983,0.017704785036106167
16,0.048240170702545604,0.9501805359224808,0.039123181042386934,0.23158992067747747,0.015451372532449006,0.03329180102432749,0.01785831050602839
17,0.04857956782943993,0.953165238795831,0.038975894031303644,0.231903763770334,0.01550375973080007,0.04350500032119847,0.01790084496702505
