Trial #,Failure Mode,Total Cost,Time to Objective,Num Comms
871,Drones got Stuck,4450.00,974,550
872,No Failure,739.00,183,0
873,No Failure,339.00,82,0
874,No Failure,715.00,176,0
875,Out of Time,4546.00,1000,543
876,No Failure,3673.00,837,315
877,Out of Time,4178.00,1000,178
878,No Failure,603.00,148,0
879,No Failure,1635.00,406,0
880,No Failure,2201.00,528,78
881,No Failure,375.00,91,0
882,No Failure,55.00,11,0
883,No Failure,475.00,117,0
884,No Failure,767.00,189,0
885,Out of Time,4536.00,1000,536
886,No Failure,1959.00,474,57
887,Out of Time,4564.00,1000,563
888,No Failure,1211.00,299,0
889,No Failure,959.00,237,0
890,No Failure,251.00,60,0
891,No Failure,323.00,78,0
892,No Failure,455.00,111,0
893,No Failure,1071.00,266,0
894,No Failure,2833.00,677,114
895,No Failure,67.00,15,0
896,No Failure,619.00,152,0
897,No Failure,2229.00,534,83
898,No Failure,659.00,162,0
899,No Failure,461.00,111,2
900,Drones got Stuck,4378.00,968,499
901,No Failure,183.00,44,0
902,No Failure,2765.00,640,198
903,No Failure,3883.00,877,362
904,No Failure,4299.00,983,361
905,No Failure,1015.00,252,0
906,Out of Time,4602.00,1000,602
907,No Failure,159.00,38,0
908,No Failure,163.00,38,0
909,No Failure,579.00,142,0
910,Out of Time,4516.00,1000,515
911,No Failure,7.00,1,0
912,No Failure,4135.00,915,467
913,No Failure,687.00,170,0
914,Out of Time,4352.00,1000,351
915,No Failure,1371.00,340,0
916,No Failure,775.00,191,0
917,No Failure,251.00,61,0
918,Out of Time,4382.00,1000,381
919,No Failure,371.00,90,0
920,Out of Time,4542.00,1000,538
921,No Failure,3065.00,710,217
922,No Failure,31.00,4,0
923,No Failure,2111.00,510,60
924,No Failure,1267.00,314,0
925,No Failure,111.00,25,0
926,No Failure,167.00,38,0
927,No Failure,1045.00,257,2
928,No Failure,827.00,204,0
929,No Failure,2999.00,698,197
930,No Failure,51.00,10,0
931,No Failure,1147.00,283,0
932,No Failure,179.00,43,0
933,No Failure,867.00,215,0
934,No Failure,1781.00,434,35
935,Out of Time,4398.00,1000,397
936,No Failure,4021.00,902,406
937,No Failure,251.00,60,0
938,Out of Time,4482.00,1000,481
939,Out of Time,4522.00,1000,516
940,Out of Time,4394.00,1000,394
941,Out of Time,4576.00,1000,574
942,No Failure,1127.00,279,0
943,No Failure,775.00,191,0
944,No Failure,1603.00,397,8
945,No Failure,395.00,96,0
946,No Failure,811.00,200,0
947,Out of Time,4516.00,1000,515
948,No Failure,1747.00,428,24
949,No Failure,2141.00,509,95
950,No Failure,471.00,115,0
951,No Failure,475.00,116,0
952,No Failure,535.00,132,0
953,No Failure,1251.00,311,0
954,No Failure,1351.00,336,0
955,No Failure,1223.00,303,0
956,No Failure,791.00,195,0
957,No Failure,387.00,94,0
958,Out of Time,4300.00,1000,299
959,No Failure,759.00,187,0
960,No Failure,1167.00,289,0
961,No Failure,395.00,97,0
962,No Failure,563.00,138,0
963,No Failure,131.00,30,0
964,No Failure,1881.00,456,50
965,No Failure,363.00,88,0
966,Out of Time,4360.00,1000,360
967,No Failure,1315.00,327,0
968,No Failure,2525.00,604,99
969,No Failure,2543.00,604,116
970,No Failure,3243.00,749,240
971,No Failure,171.00,40,0
972,No Failure,303.00,73,0
973,No Failure,391.00,96,0
974,No Failure,1227.00,305,0
975,No Failure,1343.00,333,0
976,Out of Time,4554.00,1000,554
977,No Failure,951.00,235,0
978,No Failure,891.00,220,0
979,No Failure,799.00,197,0
980,No Failure,19.00,2,0
981,No Failure,235.00,56,0
982,No Failure,299.00,73,0
983,No Failure,807.00,200,0
984,No Failure,1087.00,270,0
985,No Failure,1763.00,435,16
986,No Failure,51.00,10,0
987,No Failure,39.00,7,0
988,No Failure,315.00,76,0
989,No Failure,2779.00,638,221
990,No Failure,927.00,229,0
991,No Failure,779.00,192,0
992,No Failure,579.00,141,0
993,No Failure,1463.00,363,0
994,No Failure,251.00,60,0
995,No Failure,1219.00,302,0
996,No Failure,991.00,245,0
997,No Failure,187.00,44,0
998,No Failure,935.00,232,0
999,No Failure,63.00,13,0
