Trial #,Failure Mode,Total Cost,Time to Objective,Num Comms
2752,No Failure,951.00,233,4
2753,No Failure,315.00,77,0
2754,Out of Time,1208.00,300,4
2755,Out of Time,1280.00,300,23
2756,No Failure,267.00,65,0
2757,Drones got Stuck,344.00,63,22
2758,Drones got Stuck,648.00,150,12
2759,Drones got Stuck,856.00,154,64
2760,Drones got Stuck,268.00,52,14
2761,No Failure,376.00,79,15
2762,Drones got Stuck,300.00,59,15
2763,No Failure,283.00,69,0
2764,No Failure,891.00,220,3
2765,No Failure,1159.00,258,31
2766,Out of Time,1256.00,300,16
2767,Out of Time,1208.00,300,4
2768,Drones got Stuck,652.00,141,24
2769,Out of Time,1260.00,300,21
2770,Budget runs out,1284.00,258,66
2771,No Failure,247.00,59,0
2772,No Failure,31.00,6,0
2773,No Failure,1099.00,263,11
2774,Drones got Stuck,584.00,128,17
2775,Drones got Stuck,568.00,97,65
2776,No Failure,711.00,172,2
2777,No Failure,803.00,198,3
2778,Budget runs out,1280.00,290,38
2779,Out of Time,1252.00,300,16
2780,Drones got Stuck,1212.00,289,24
2781,Drones got Stuck,972.00,222,21
2782,Drones got Stuck,708.00,153,24
2783,Out of Time,1236.00,300,11
2784,Drones got Stuck,1140.00,244,41
2785,Drones got Stuck,972.00,224,27
2786,Out of Time,1256.00,300,18
2787,Drones got Stuck,1232.00,265,43
2788,No Failure,295.00,72,0
2789,Drones got Stuck,732.00,169,14
2790,No Failure,567.00,139,0
2791,Drones got Stuck,360.00,61,28
2792,Drones got Stuck,264.00,55,14
2793,Out of Time,1260.00,300,17
2794,Drones got Stuck,1108.00,256,25
2795,No Failure,279.00,67,0
2796,No Failure,431.00,95,14
2797,No Failure,411.00,100,0
2798,Budget runs out,1280.00,286,40
2799,Drones got Stuck,428.00,96,10
2800,Drones got Stuck,1156.00,247,51
2801,No Failure,363.00,88,0
2802,Out of Time,1248.00,300,14
2803,Out of Time,1208.00,300,4
2804,No Failure,815.00,202,2
2805,No Failure,884.00,212,10
2806,No Failure,871.00,214,2
2807,Out of Time,1240.00,300,12
2808,Budget runs out,1280.00,299,23
2809,Drones got Stuck,288.00,61,10
2810,Out of Time,1208.00,300,4
2811,Out of Time,1208.00,300,4
2812,Drones got Stuck,1204.00,285,17
2813,Out of Time,1208.00,300,4
2814,Drones got Stuck,1136.00,209,129
2815,Budget runs out,1280.00,290,32
2816,Drones got Stuck,1140.00,240,55
2817,Budget runs out,1280.00,292,47
2818,No Failure,791.00,193,2
2819,No Failure,983.00,243,2
2820,No Failure,988.00,240,8
2821,Drones got Stuck,480.00,86,33
2822,No Failure,499.00,122,0
2823,No Failure,227.00,55,0
2824,Drones got Stuck,948.00,219,33
2825,Drones got Stuck,604.00,139,15
2826,No Failure,375.00,93,0
2827,Out of Time,1208.00,300,4
2828,Out of Time,1208.00,300,4
2829,No Failure,755.00,183,2
2830,Drones got Stuck,1084.00,237,34
2831,Out of Time,1276.00,300,22
2832,Drones got Stuck,776.00,182,12
2833,Out of Time,1208.00,300,4
2834,Drones got Stuck,160.00,29,10
2835,Out of Time,1232.00,300,11
2836,No Failure,47.00,8,0
2837,Drones got Stuck,432.00,94,13
2838,Out of Time,1212.00,300,6
2839,No Failure,852.00,206,8
2840,No Failure,223.00,53,0
2841,No Failure,695.00,168,0
2842,Out of Time,1212.00,300,5
2843,Drones got Stuck,360.00,78,11
2844,Drones got Stuck,560.00,129,10
2845,No Failure,968.00,227,20
2846,Out of Time,1208.00,300,4
2847,Drones got Stuck,928.00,218,14
2848,Out of Time,1208.00,300,4
2849,Out of Time,1228.00,300,14
2850,No Failure,1179.00,292,4
2851,No Failure,1039.00,253,2
2852,Out of Time,1208.00,300,4
2853,No Failure,1195.00,294,4
2854,Drones got Stuck,128.00,21,10
2855,No Failure,575.00,132,7
2856,Drones got Stuck,380.00,77,17
2857,Out of Time,1216.00,300,6
2858,Drones got Stuck,572.00,131,12
2859,Drones got Stuck,1000.00,216,44
2860,Drones got Stuck,240.00,49,16
2861,Drones got Stuck,896.00,212,12
2862,Out of Time,1280.00,300,22
2863,Out of Time,1252.00,300,15
2864,Drones got Stuck,720.00,131,82
2865,No Failure,803.00,197,2
2866,No Failure,935.00,231,2
2867,Drones got Stuck,996.00,215,57
2868,No Failure,347.00,85,0
2869,Budget runs out,1280.00,299,24
2870,No Failure,1151.00,278,10
2871,No Failure,459.00,113,0
2872,No Failure,451.00,111,0
2873,Drones got Stuck,1052.00,242,21
2874,No Failure,711.00,176,0
2875,No Failure,623.00,154,0
2876,Drones got Stuck,1204.00,286,16
2877,Out of Time,1208.00,300,4
2878,No Failure,899.00,222,2
2879,Out of Time,1240.00,300,12
2880,Drones got Stuck,348.00,65,31
2881,No Failure,615.00,151,0
2882,Drones got Stuck,756.00,175,14
2883,No Failure,795.00,196,2
2884,No Failure,407.00,100,0
2885,Drones got Stuck,1028.00,237,20
2886,Drones got Stuck,360.00,75,14
2887,Out of Time,1256.00,300,16
2888,No Failure,307.00,75,0
2889,Drones got Stuck,1072.00,252,16
2890,Drones got Stuck,336.00,72,11
2891,Drones got Stuck,580.00,130,14
2892,Out of Time,1208.00,300,4
2893,Drones got Stuck,548.00,120,16
2894,Drones got Stuck,1180.00,281,20
2895,Drones got Stuck,936.00,172,62
2896,Out of Time,1244.00,300,14
2897,No Failure,343.00,84,0
2898,Out of Time,1248.00,300,15
2899,Budget runs out,1280.00,294,28
2900,No Failure,267.00,65,0
2901,Drones got Stuck,464.00,93,33
2902,Drones got Stuck,392.00,84,13
2903,Drones got Stuck,1232.00,295,15
2904,Drones got Stuck,1180.00,280,16
2905,Out of Time,1248.00,300,14
2906,Drones got Stuck,1096.00,256,28
2907,No Failure,1011.00,249,2
2908,No Failure,467.00,114,0
2909,Out of Time,1220.00,300,7
2910,No Failure,919.00,223,6
2911,No Failure,835.00,205,2
2912,Budget runs out,1280.00,292,30
2913,No Failure,603.00,147,0
2914,No Failure,767.00,188,4
2915,Drones got Stuck,192.00,33,14
2916,Out of Time,1224.00,300,8
2917,No Failure,379.00,92,0
2918,Budget runs out,1280.00,289,33
2919,Out of Time,1208.00,300,4
2920,Out of Time,1208.00,300,4
2921,Drones got Stuck,812.00,191,12
2922,Drones got Stuck,392.00,69,28
2923,Budget runs out,1280.00,286,36
2924,Drones got Stuck,508.00,115,11
2925,Drones got Stuck,360.00,79,10
2926,Out of Time,1244.00,300,18
2927,Out of Time,1276.00,300,29
2928,Out of Time,1252.00,300,19
2929,Drones got Stuck,336.00,69,14
2930,No Failure,1099.00,264,9
2931,Drones got Stuck,1032.00,240,19
2932,Drones got Stuck,304.00,65,10
2933,Drones got Stuck,608.00,140,12
2934,Budget runs out,1280.00,296,36
2935,Drones got Stuck,236.00,46,12
2936,Out of Time,1268.00,300,19
2937,Out of Time,1268.00,300,19
2938,No Failure,343.00,83,0
2939,Out of Time,1220.00,300,7
2940,Drones got Stuck,764.00,159,37
2941,Out of Time,1208.00,300,4
2942,Drones got Stuck,908.00,215,13
2943,Out of Time,1208.00,300,4
2944,No Failure,795.00,182,15
2945,Out of Time,1256.00,300,18
2946,Out of Time,1236.00,300,15
2947,Drones got Stuck,364.00,78,12
2948,Drones got Stuck,280.00,59,19
2949,Out of Time,1220.00,300,9
2950,Out of Time,1228.00,300,9
2951,Budget runs out,1280.00,298,24
2952,Drones got Stuck,468.00,87,29
2953,Out of Time,1220.00,300,7
2954,No Failure,359.00,88,0
2955,Drones got Stuck,580.00,128,16
2956,Out of Time,1220.00,300,7
2957,No Failure,635.00,155,0
2958,No Failure,19.00,4,0
2959,No Failure,347.00,86,0
2960,No Failure,959.00,237,2
2961,Drones got Stuck,896.00,211,13
2962,No Failure,759.00,186,2
2963,No Failure,915.00,226,2
2964,Drones got Stuck,596.00,132,30
2965,Drones got Stuck,696.00,163,19
2966,No Failure,603.00,148,1
2967,Drones got Stuck,296.00,62,11
2968,Out of Time,1240.00,300,17
2969,Out of Time,1248.00,300,20
2970,Out of Time,1276.00,300,22
2971,Drones got Stuck,164.00,30,10
2972,Out of Time,1212.00,300,5
2973,Out of Time,1264.00,300,18
2974,Drones got Stuck,720.00,168,12
2975,Drones got Stuck,508.00,101,25
2976,No Failure,1067.00,261,4
2977,Drones got Stuck,712.00,164,14
2978,No Failure,983.00,243,2
2979,No Failure,283.00,68,0
2980,Out of Time,1244.00,300,14
2981,Drones got Stuck,1080.00,251,19
2982,No Failure,768.00,185,8
2983,No Failure,39.00,7,0
2984,No Failure,235.00,56,0
2985,Budget runs out,1284.00,251,71
2986,Drones got Stuck,1264.00,299,18
2987,Budget runs out,1280.00,287,35
2988,Budget runs out,1284.00,265,62
2989,No Failure,211.00,50,0
2990,No Failure,695.00,172,1
2991,No Failure,983.00,226,18
2992,No Failure,783.00,193,2
2993,Budget runs out,1280.00,274,49
2994,Drones got Stuck,832.00,167,57
2995,Out of Time,1264.00,300,26
2996,No Failure,355.00,87,0
2997,Drones got Stuck,924.00,172,78
2998,Out of Time,1268.00,300,19
2999,Drones got Stuck,1044.00,244,17
3000,Drones got Stuck,344.00,69,16
3001,Drones got Stuck,376.00,80,13
3002,No Failure,299.00,72,0
3003,No Failure,363.00,86,0
3004,No Failure,795.00,195,2
3005,No Failure,647.00,158,0
3006,Drones got Stuck,972.00,222,21
3007,Drones got Stuck,972.00,176,67
3008,No Failure,11.00,1,0
3009,No Failure,19.00,1,0
3010,Out of Time,1248.00,300,21
3011,Drones got Stuck,1108.00,261,17
3012,No Failure,511.00,125,0
3013,Out of Time,1212.00,300,6
3014,Drones got Stuck,256.00,50,21
3015,No Failure,699.00,168,6
3016,No Failure,831.00,203,2
3017,Drones got Stuck,100.00,14,10
3018,Drones got Stuck,692.00,153,20
3019,No Failure,671.00,166,0
3020,No Failure,883.00,218,2
3021,Budget runs out,1280.00,288,47
3022,Drones got Stuck,1128.00,266,17
3023,Out of Time,1212.00,300,5
3024,Out of Time,1272.00,300,24
3025,No Failure,387.00,94,0
3026,No Failure,1220.00,297,10
3027,No Failure,508.00,109,18
3028,Drones got Stuck,996.00,236,13
3029,Out of Time,1252.00,300,15
3030,No Failure,1176.00,286,10
3031,Out of Time,1212.00,300,6
3032,No Failure,755.00,186,0
3033,Budget runs out,1280.00,274,48
3034,Drones got Stuck,892.00,211,12
3035,Out of Time,1208.00,300,4
3036,Drones got Stuck,624.00,141,15
3037,Budget runs out,1280.00,299,32
3038,No Failure,255.00,62,0
3039,Drones got Stuck,588.00,133,13
3040,Out of Time,1208.00,300,4
3041,No Failure,351.00,86,0
3042,Out of Time,1216.00,300,7
3043,Drones got Stuck,1124.00,248,33
3044,No Failure,743.00,185,0
3045,Out of Time,1224.00,300,8
3046,Budget runs out,1284.00,267,73
3047,Drones got Stuck,984.00,229,17
3048,Out of Time,1208.00,300,4
3049,No Failure,719.00,160,18
3050,No Failure,843.00,207,2
3051,No Failure,667.00,164,0
3052,Drones got Stuck,548.00,125,11
3053,No Failure,207.00,49,0
3054,No Failure,1136.00,263,23
3055,No Failure,571.00,141,0
3056,Drones got Stuck,488.00,108,13
3057,No Failure,711.00,175,0
3058,Drones got Stuck,1080.00,242,34
3059,Out of Time,1220.00,300,9
3060,Out of Time,1208.00,300,4
3061,Out of Time,1256.00,300,16
3062,Drones got Stuck,1020.00,229,26
3063,Budget runs out,1284.00,284,39
3064,Drones got Stuck,880.00,170,67
3065,Out of Time,1212.00,300,6
3066,Drones got Stuck,204.00,39,11
3067,Drones got Stuck,356.00,66,22
3068,No Failure,247.00,59,0
3069,Drones got Stuck,676.00,151,18
3070,No Failure,907.00,224,2
3071,No Failure,775.00,190,2
3072,Out of Time,1208.00,300,4
3073,Drones got Stuck,1020.00,241,14
3074,Out of Time,1208.00,300,4
3075,Out of Time,1276.00,300,24
3076,Out of Time,1248.00,300,20
3077,Out of Time,1236.00,300,11
3078,Budget runs out,1280.00,294,28
3079,Drones got Stuck,1108.00,254,25
3080,No Failure,607.00,149,0
3081,Out of Time,1216.00,300,6
3082,Drones got Stuck,1280.00,295,28
3083,Drones got Stuck,328.00,59,22
3084,No Failure,295.00,71,0
3085,Drones got Stuck,284.00,61,15
3086,Out of Time,1240.00,300,12
3087,No Failure,927.00,228,2
3088,Drones got Stuck,660.00,153,11
3089,Drones got Stuck,304.00,65,10
3090,Out of Time,1260.00,300,17
3091,No Failure,1059.00,259,2
3092,Out of Time,1220.00,300,7
3093,Drones got Stuck,168.00,31,10
3094,No Failure,907.00,216,9
3095,Drones got Stuck,1096.00,257,23
3096,No Failure,619.00,152,0
3097,Out of Time,1220.00,300,8
3098,Drones got Stuck,1188.00,228,102
3099,No Failure,267.00,64,0
3100,Drones got Stuck,1068.00,244,35
3101,Budget runs out,1280.00,275,67
3102,Drones got Stuck,376.00,67,26
3103,Drones got Stuck,236.00,47,11
3104,Out of Time,1244.00,300,13
3105,Out of Time,1224.00,300,8
3106,Drones got Stuck,948.00,224,13
3107,No Failure,851.00,209,2
3108,Out of Time,1212.00,300,5
3109,No Failure,415.00,98,0
3110,Out of Time,1208.00,300,4
3111,Budget runs out,1280.00,294,35
3112,No Failure,607.00,150,0
3113,No Failure,1055.00,259,2
3114,Budget runs out,1280.00,288,50
3115,No Failure,715.00,176,0
3116,No Failure,575.00,140,0
3117,Budget runs out,1280.00,295,40
3118,Drones got Stuck,1088.00,259,14
3119,Drones got Stuck,1012.00,218,35
3120,Out of Time,1212.00,300,5
3121,No Failure,287.00,69,0
3122,Out of Time,1208.00,300,4
3123,Drones got Stuck,644.00,112,48
3124,Drones got Stuck,464.00,104,11
3125,No Failure,747.00,182,0
3126,Drones got Stuck,312.00,67,10
3127,No Failure,311.00,75,0
3128,Out of Time,1216.00,300,6
3129,No Failure,251.00,61,0
3130,Out of Time,1208.00,300,4
3131,Out of Time,1216.00,300,6
3132,Drones got Stuck,612.00,137,21
3133,No Failure,755.00,186,0
3134,No Failure,763.00,187,2
3135,No Failure,687.00,169,0
3136,No Failure,955.00,236,2
3137,No Failure,343.00,84,0
3138,Out of Time,1224.00,300,8
3139,Drones got Stuck,1176.00,275,20
3140,Drones got Stuck,1096.00,207,104
3141,Out of Time,1220.00,300,7
3142,Drones got Stuck,1228.00,272,59
3143,No Failure,379.00,91,0
3144,Drones got Stuck,400.00,84,21
3145,No Failure,599.00,147,0
3146,No Failure,1159.00,285,4
3147,Drones got Stuck,968.00,208,34
3148,Drones got Stuck,716.00,123,55
3149,Out of Time,1208.00,300,4
3150,Drones got Stuck,184.00,33,12
3151,No Failure,35.00,7,0
3152,No Failure,636.00,154,5
3153,Out of Time,1244.00,300,13
3154,Drones got Stuck,1256.00,296,19
3155,Drones got Stuck,964.00,228,13
3156,Budget runs out,1284.00,288,36
3157,Drones got Stuck,296.00,60,13
3158,Out of Time,1276.00,300,22
3159,Drones got Stuck,1020.00,242,13
3160,Out of Time,1276.00,300,24
3161,Drones got Stuck,900.00,211,14
3162,Out of Time,1228.00,300,9
3163,Budget runs out,1284.00,296,43
3164,Drones got Stuck,828.00,165,74
3165,Out of Time,1208.00,300,4
3166,No Failure,799.00,197,2
3167,Out of Time,1208.00,300,3
3168,Budget runs out,1280.00,262,60
3169,No Failure,783.00,193,2
3170,No Failure,983.00,234,11
3171,Out of Time,1268.00,300,29
3172,Drones got Stuck,616.00,118,63
3173,No Failure,363.00,87,0
3174,No Failure,955.00,236,2
3175,Budget runs out,1280.00,292,45
3176,Drones got Stuck,868.00,189,28
3177,No Failure,15.00,1,0
3178,Drones got Stuck,472.00,89,28
3179,Out of Time,1208.00,300,4
3180,No Failure,331.00,81,0
3181,Out of Time,1208.00,300,4
3182,No Failure,1207.00,292,11
3183,No Failure,1275.00,290,49
3184,Drones got Stuck,1180.00,277,20
3185,Drones got Stuck,956.00,202,37
3186,Drones got Stuck,980.00,223,22
3187,Drones got Stuck,848.00,192,20
3188,Out of Time,1228.00,300,11
3189,Out of Time,1272.00,300,28
3190,No Failure,463.00,112,0
3191,Drones got Stuck,548.00,108,28
3192,No Failure,663.00,155,15
3193,Budget runs out,1280.00,287,35
3194,Out of Time,1248.00,300,14
3195,No Failure,1111.00,272,4
3196,Out of Time,1280.00,300,27
3197,Out of Time,1208.00,300,4
3198,No Failure,51.00,10,0
3199,Drones got Stuck,1008.00,235,17
3200,No Failure,15.00,1,0
3201,Out of Time,1264.00,300,18
3202,No Failure,839.00,208,2
3203,Out of Time,1216.00,300,7
3204,Out of Time,1208.00,300,4
3205,Out of Time,1220.00,300,7
3206,No Failure,615.00,150,0
3207,Drones got Stuck,1164.00,260,31
3208,Out of Time,1248.00,300,14
3209,Drones got Stuck,520.00,107,22
3210,No Failure,1135.00,280,4
3211,No Failure,455.00,111,0
3212,Drones got Stuck,332.00,67,15
3213,Drones got Stuck,1040.00,247,18
3214,Drones got Stuck,584.00,123,22
3215,Drones got Stuck,388.00,85,11
3216,Drones got Stuck,776.00,148,45
3217,Drones got Stuck,560.00,114,44
3218,No Failure,631.00,156,0
3219,Drones got Stuck,880.00,203,17
3220,Out of Time,1208.00,300,4
3221,No Failure,671.00,161,6
3222,Out of Time,1208.00,300,4
3223,Out of Time,1212.00,300,5
3224,Out of Time,1252.00,300,15
3225,Out of Time,1212.00,300,6
3226,Drones got Stuck,868.00,201,16
3227,Drones got Stuck,928.00,201,47
3228,Drones got Stuck,1080.00,250,20
3229,Budget runs out,1280.00,271,91
3230,Budget runs out,1280.00,287,56
3231,Out of Time,1228.00,300,9
3232,No Failure,283.00,68,0
3233,Drones got Stuck,256.00,48,15
3234,No Failure,447.00,111,0
3235,Out of Time,1208.00,300,4
3236,No Failure,775.00,191,0
3237,Out of Time,1212.00,300,6
3238,Drones got Stuck,872.00,202,16
3239,No Failure,363.00,88,0
3240,Drones got Stuck,1212.00,290,14
3241,No Failure,1068.00,252,17
3242,Drones got Stuck,596.00,137,11
3243,Drones got Stuck,864.00,204,12
3244,Out of Time,1224.00,300,8
3245,Drones got Stuck,688.00,155,17
3246,Out of Time,1248.00,300,17
3247,No Failure,823.00,202,2
3248,Drones got Stuck,732.00,171,12
3249,Budget runs out,1280.00,265,69
3250,Drones got Stuck,564.00,129,11
3251,Budget runs out,1280.00,289,37
3252,Out of Time,1240.00,300,13
3253,No Failure,331.00,81,0
3254,Drones got Stuck,844.00,191,20
3255,Out of Time,1228.00,300,10
3256,Out of Time,1244.00,300,20
3257,No Failure,867.00,213,4
3258,No Failure,1239.00,298,12
3259,Out of Time,1208.00,300,4
3260,Drones got Stuck,976.00,232,12
3261,No Failure,787.00,195,0
3262,Drones got Stuck,680.00,158,12
3263,Budget runs out,1280.00,277,47
3264,Budget runs out,1280.00,290,33
3265,Budget runs out,1280.00,277,48
3266,Out of Time,1208.00,300,4
3267,No Failure,259.00,64,0
3268,Drones got Stuck,892.00,210,13
3269,Drones got Stuck,284.00,48,22
3270,Drones got Stuck,808.00,183,23
3271,No Failure,399.00,98,0
3272,No Failure,775.00,191,2
3273,No Failure,703.00,173,0
3274,No Failure,371.00,92,0
3275,No Failure,279.00,68,0
3276,No Failure,871.00,214,2
3277,No Failure,831.00,202,2
3278,Out of Time,1244.00,300,14
3279,Out of Time,1208.00,300,4
3280,Out of Time,1272.00,300,25
3281,Out of Time,1224.00,300,8
3282,No Failure,1020.00,242,15
3283,Out of Time,1220.00,300,7
3284,No Failure,888.00,204,19
3285,No Failure,1007.00,247,4
3286,No Failure,383.00,93,0
3287,No Failure,211.00,48,0
3288,No Failure,199.00,47,0
3289,Budget runs out,1280.00,297,34
3290,No Failure,755.00,186,0
3291,Out of Time,1260.00,300,17
3292,No Failure,887.00,217,2
3293,Out of Time,1216.00,300,6
3294,No Failure,907.00,223,2
3295,No Failure,867.00,214,2
3296,Out of Time,1240.00,300,19
3297,No Failure,787.00,194,2
3298,Drones got Stuck,720.00,139,54
3299,Out of Time,1248.00,300,14
3300,Drones got Stuck,620.00,131,36
3301,No Failure,363.00,89,0
3302,Drones got Stuck,104.00,15,10
3303,Out of Time,1284.00,300,39
3304,No Failure,31.00,5,0
3305,Out of Time,1208.00,300,4
3306,Drones got Stuck,604.00,135,15
3307,Drones got Stuck,592.00,136,12
3308,Out of Time,1212.00,300,5
3309,Drones got Stuck,376.00,82,11
3310,Out of Time,1248.00,300,16
3311,Out of Time,1232.00,300,10
3312,Drones got Stuck,1084.00,258,13
3313,No Failure,591.00,145,0
3314,No Failure,979.00,241,2
3315,Drones got Stuck,1020.00,242,13
3316,No Failure,1075.00,265,4
3317,Out of Time,1208.00,300,4
3318,Drones got Stuck,740.00,132,66
3319,Drones got Stuck,808.00,162,73
3320,Out of Time,1260.00,300,18
3321,Drones got Stuck,1184.00,274,23
3322,Drones got Stuck,332.00,71,11
3323,Out of Time,1212.00,300,5
3324,Out of Time,1248.00,300,14
3325,Drones got Stuck,128.00,21,10
3326,Out of Time,1268.00,300,19
3327,No Failure,383.00,92,0
3328,No Failure,648.00,140,22
3329,No Failure,727.00,179,0
3330,No Failure,703.00,174,0
3331,Out of Time,1284.00,300,23
3332,Drones got Stuck,812.00,184,19
3333,Out of Time,1224.00,300,8
3334,Out of Time,1220.00,300,8
3335,No Failure,812.00,192,12
3336,No Failure,556.00,121,18
3337,Drones got Stuck,288.00,58,25
3338,Out of Time,1208.00,300,4
3339,Drones got Stuck,980.00,233,12
3340,No Failure,992.00,237,17
3341,Drones got Stuck,184.00,35,14
3342,No Failure,227.00,54,0
3343,Drones got Stuck,656.00,150,13
3344,Out of Time,1264.00,300,18
3345,No Failure,1200.00,288,14
3346,Out of Time,1208.00,300,4
3347,Drones got Stuck,396.00,76,43
3348,No Failure,327.00,80,0
3349,Out of Time,1208.00,300,4
3350,No Failure,1215.00,299,4
3351,Drones got Stuck,532.00,107,25
3352,No Failure,747.00,181,2
3353,Drones got Stuck,1068.00,254,16
3354,Out of Time,1212.00,300,6
3355,Out of Time,1228.00,300,9
3356,Drones got Stuck,772.00,147,88
3357,Out of Time,1208.00,300,4
3358,No Failure,471.00,115,0
3359,Drones got Stuck,652.00,151,12
3360,Out of Time,1212.00,300,5
3361,Drones got Stuck,1044.00,221,40
3362,No Failure,39.00,5,0
3363,No Failure,567.00,140,0
3364,No Failure,404.00,88,13
3365,Drones got Stuck,860.00,173,42
3366,No Failure,403.00,99,0
3367,Drones got Stuck,240.00,49,10
3368,Drones got Stuck,144.00,25,10
3369,No Failure,707.00,175,0
3370,No Failure,407.00,96,0
3371,Drones got Stuck,480.00,106,13
3372,No Failure,295.00,71,0
3373,Out of Time,1260.00,300,17
3374,Drones got Stuck,1188.00,282,26
3375,No Failure,311.00,74,0
3376,Out of Time,1248.00,300,21
3377,No Failure,903.00,214,10
3378,Drones got Stuck,1000.00,234,16
3379,Out of Time,1252.00,300,22
3380,Out of Time,1244.00,300,14
3381,Budget runs out,1284.00,292,52
3382,Drones got Stuck,708.00,166,11
3383,No Failure,327.00,79,0
3384,Drones got Stuck,976.00,200,74
3385,No Failure,1080.00,265,7
3386,Budget runs out,1280.00,286,38
3387,No Failure,795.00,195,2
3388,Drones got Stuck,608.00,111,68
3389,Drones got Stuck,452.00,99,24
3390,Drones got Stuck,368.00,78,13
3391,Drones got Stuck,248.00,46,15
3392,Drones got Stuck,224.00,38,17
3393,No Failure,1143.00,281,4
3394,No Failure,495.00,121,0
3395,Out of Time,1208.00,300,4
3396,Drones got Stuck,268.00,56,10
3397,Drones got Stuck,432.00,90,17
3398,Out of Time,1272.00,300,26
3399,Drones got Stuck,456.00,84,29
3400,No Failure,1100.00,259,17
3401,Drones got Stuck,1112.00,255,32
3402,Out of Time,1208.00,300,4
3403,Budget runs out,1280.00,291,31
3404,Drones got Stuck,472.00,100,17
3405,No Failure,343.00,82,0
3406,Drones got Stuck,340.00,70,27
3407,Drones got Stuck,708.00,165,12
3408,Drones got Stuck,216.00,43,13
3409,No Failure,511.00,126,0
3410,Out of Time,1272.00,300,20
3411,Drones got Stuck,936.00,215,19
3412,Drones got Stuck,900.00,214,11
3413,Drones got Stuck,212.00,40,12
3414,Out of Time,1208.00,300,4
3415,Budget runs out,1280.00,288,45
3416,Budget runs out,1284.00,299,36
3417,Drones got Stuck,592.00,129,18
3418,No Failure,295.00,72,0
3419,Out of Time,1212.00,300,5
3420,No Failure,835.00,204,2
3421,No Failure,299.00,72,0
3422,Out of Time,1232.00,300,10
3423,No Failure,239.00,55,0
3424,No Failure,211.00,51,0
3425,No Failure,419.00,102,0
3426,Drones got Stuck,288.00,57,14
3427,Drones got Stuck,356.00,71,29
3428,Budget runs out,1280.00,296,41
3429,No Failure,588.00,120,27
3430,No Failure,755.00,185,2
3431,Drones got Stuck,380.00,77,17
3432,No Failure,991.00,244,2
3433,Out of Time,1212.00,300,5
3434,No Failure,432.00,101,7
3435,Budget runs out,1280.00,257,70
3436,Out of Time,1232.00,300,10
3437,Drones got Stuck,920.00,192,63
3438,Drones got Stuck,332.00,71,21
3439,Drones got Stuck,448.00,100,11
3440,Out of Time,1272.00,300,33
3441,Drones got Stuck,860.00,194,28
3442,Out of Time,1240.00,300,12
3443,No Failure,675.00,166,0
3444,No Failure,351.00,83,0
3445,Drones got Stuck,268.00,55,11
3446,No Failure,1012.00,240,23
3447,Budget runs out,1280.00,289,33
3448,Drones got Stuck,1248.00,295,18
3449,Out of Time,1264.00,300,18
3450,Drones got Stuck,224.00,39,16
3451,Out of Time,1280.00,300,32
3452,Out of Time,1236.00,300,11
3453,Out of Time,1208.00,300,4
3454,Out of Time,1248.00,300,22
3455,No Failure,507.00,123,0
3456,Out of Time,1208.00,300,4
3457,Drones got Stuck,780.00,169,26
3458,No Failure,759.00,186,0
3459,No Failure,403.00,99,0
3460,Drones got Stuck,384.00,83,12
3461,Budget runs out,1280.00,298,24
3462,Budget runs out,1280.00,265,57
3463,Out of Time,1208.00,300,4
3464,Drones got Stuck,140.00,24,10
3465,Budget runs out,1280.00,289,33
3466,Drones got Stuck,984.00,214,41
3467,Drones got Stuck,884.00,208,13
3468,Out of Time,1208.00,300,4
3469,No Failure,683.00,169,0
3470,Budget runs out,1280.00,294,28
3471,Budget runs out,1280.00,293,33
3472,No Failure,828.00,184,31
3473,No Failure,1091.00,246,26
3474,No Failure,983.00,242,2
3475,Out of Time,1208.00,300,4
3476,No Failure,27.00,4,0
3477,No Failure,759.00,187,2
3478,Drones got Stuck,1140.00,272,14
3479,Out of Time,1268.00,300,19
3480,No Failure,1199.00,291,6
3481,Drones got Stuck,584.00,135,10
3482,No Failure,19.00,2,0
3483,Out of Time,1212.00,300,6
3484,No Failure,291.00,70,0
3485,Budget runs out,1280.00,261,80
3486,Out of Time,1224.00,300,8
3487,No Failure,651.00,158,0
3488,No Failure,379.00,92,0
3489,Drones got Stuck,360.00,70,19
3490,No Failure,691.00,170,0
3491,No Failure,1260.00,294,23
3492,No Failure,747.00,184,2
3493,Out of Time,1252.00,300,18
3494,Out of Time,1224.00,300,8
3495,No Failure,27.00,4,0
3496,Out of Time,1248.00,300,14
3497,Drones got Stuck,1136.00,254,50
3498,No Failure,643.00,158,0
3499,Drones got Stuck,1160.00,242,49
3500,No Failure,795.00,196,2
3501,No Failure,739.00,183,0
3502,Drones got Stuck,492.00,98,24
3503,Drones got Stuck,1068.00,239,54
3504,Drones got Stuck,212.00,40,12
3505,No Failure,283.00,68,0
3506,No Failure,1103.00,272,4
3507,Budget runs out,1280.00,298,25
3508,No Failure,203.00,45,0
3509,No Failure,1159.00,285,6
3510,Drones got Stuck,208.00,41,10
3511,No Failure,747.00,183,2
3512,Drones got Stuck,448.00,78,54
3513,No Failure,15.00,1,0
3514,No Failure,819.00,201,2
3515,Out of Time,1252.00,300,24
3516,Drones got Stuck,696.00,162,12
3517,No Failure,219.00,50,0
3518,Drones got Stuck,556.00,127,20
3519,No Failure,619.00,128,42
