Trial #,Failure Mode,Total Cost,Time to Objective,Num Comms
5010,Drones got Stuck,856.00,202,12
5011,Drones got Stuck,1236.00,294,27
5012,No Failure,671.00,164,0
5013,Drones got Stuck,1012.00,214,68
5014,No Failure,275.00,65,0
5015,Out of Time,1236.00,300,12
5016,No Failure,427.00,104,0
5017,Drones got Stuck,740.00,152,33
5018,Out of Time,1284.00,300,37
5019,Out of Time,1248.00,300,24
5020,No Failure,996.00,229,31
5021,Drones got Stuck,1212.00,243,60
5022,No Failure,959.00,236,2
5023,No Failure,387.00,94,0
5024,No Failure,868.00,211,7
5025,Out of Time,1248.00,300,14
5026,No Failure,15.00,1,0
5027,No Failure,659.00,161,0
5028,Drones got Stuck,1264.00,285,32
5029,Drones got Stuck,1104.00,263,13
5030,No Failure,811.00,199,2
5031,Drones got Stuck,404.00,77,23
5032,No Failure,447.00,108,0
5033,Drones got Stuck,288.00,53,18
5034,Out of Time,1208.00,300,4
5035,No Failure,1192.00,265,43
5036,Drones got Stuck,836.00,197,13
5037,Out of Time,1208.00,300,4
5038,Out of Time,1252.00,300,15
5039,No Failure,592.00,130,18
5040,Drones got Stuck,548.00,114,22
5041,Drones got Stuck,392.00,86,11
5042,Out of Time,1236.00,300,11
5043,Out of Time,1220.00,300,7
5044,Drones got Stuck,1120.00,244,62
5045,Out of Time,1208.00,300,4
5046,Drones got Stuck,1180.00,263,44
5047,No Failure,699.00,172,0
5048,No Failure,819.00,201,2
5049,No Failure,260.00,55,10
5050,Out of Time,1272.00,300,27
5051,No Failure,359.00,85,1
5052,No Failure,315.00,75,1
5053,Drones got Stuck,1020.00,242,13
5054,No Failure,335.00,79,0
5055,Budget runs out,1280.00,297,26
5056,Drones got Stuck,360.00,75,14
5057,Drones got Stuck,816.00,192,12
5058,Drones got Stuck,156.00,28,10
5059,Drones got Stuck,1116.00,192,96
5060,Out of Time,1252.00,300,16
5061,Out of Time,1248.00,300,14
5062,No Failure,791.00,192,5
5063,No Failure,295.00,68,0
5064,No Failure,39.00,7,0
5065,No Failure,383.00,91,0
5066,No Failure,339.00,81,0
5067,Out of Time,1228.00,300,9
5068,No Failure,315.00,71,4
5069,Drones got Stuck,536.00,118,25
5070,Drones got Stuck,868.00,195,22
5071,Out of Time,1208.00,300,4
5072,Drones got Stuck,1240.00,290,32
5073,No Failure,503.00,123,0
5074,Drones got Stuck,588.00,135,11
5075,No Failure,271.00,65,0
5076,No Failure,395.00,97,0
5077,Out of Time,1208.00,300,4
5078,Out of Time,1228.00,300,9
5079,Out of Time,1252.00,300,15
5080,Budget runs out,1280.00,296,32
5081,Out of Time,1208.00,300,4
5082,No Failure,15.00,1,0
5083,Drones got Stuck,248.00,51,10
5084,No Failure,287.00,68,0
5085,No Failure,375.00,91,1
5086,No Failure,351.00,83,0
5087,No Failure,759.00,186,2
5088,Drones got Stuck,384.00,78,17
5089,No Failure,279.00,67,0
5090,Out of Time,1236.00,300,11
5091,Budget runs out,1280.00,290,36
5092,Drones got Stuck,668.00,128,38
5093,No Failure,243.00,59,0
5094,Drones got Stuck,856.00,201,13
5095,Drones got Stuck,160.00,29,10
5096,Out of Time,1244.00,300,13
5097,Drones got Stuck,836.00,197,16
5098,Drones got Stuck,1036.00,214,45
5099,No Failure,175.00,41,0
5100,No Failure,691.00,170,0
5101,No Failure,899.00,219,2
5102,No Failure,647.00,159,0
5103,Out of Time,1208.00,300,4
5104,Drones got Stuck,544.00,124,11
5105,No Failure,1244.00,276,46
5106,No Failure,1047.00,258,2
5107,No Failure,1139.00,273,16
5108,Out of Time,1236.00,300,11
5109,Budget runs out,1280.00,295,27
5110,Drones got Stuck,408.00,68,33
5111,Drones got Stuck,356.00,76,12
5112,No Failure,487.00,119,0
5113,Drones got Stuck,744.00,146,39
5114,Drones got Stuck,1176.00,279,16
5115,Drones got Stuck,1188.00,264,53
5116,No Failure,327.00,77,0
5117,Out of Time,1220.00,300,7
5118,No Failure,0.00,0,0
5119,Drones got Stuck,1208.00,269,33
5120,Out of Time,1248.00,300,14
5121,No Failure,1256.00,292,24
5122,No Failure,472.00,98,20
5123,Budget runs out,1280.00,297,25
5124,No Failure,559.00,136,1
5125,Drones got Stuck,824.00,178,28
5126,Drones got Stuck,348.00,76,10
5127,Out of Time,1252.00,300,23
5128,Out of Time,1208.00,300,4
5129,No Failure,23.00,1,0
5130,Drones got Stuck,396.00,69,29
5131,Out of Time,1236.00,300,11
5132,Out of Time,1236.00,300,16
5133,Drones got Stuck,796.00,171,41
5134,Drones got Stuck,624.00,131,24
5135,Drones got Stuck,688.00,158,14
5136,Out of Time,1260.00,300,17
5137,Drones got Stuck,648.00,150,12
5138,Budget runs out,1284.00,288,42
5139,Out of Time,1208.00,300,4
5140,Out of Time,1252.00,300,19
5141,Drones got Stuck,632.00,147,11
5142,No Failure,795.00,180,20
5143,Out of Time,1236.00,300,12
5144,Drones got Stuck,1072.00,255,14
5145,Drones got Stuck,776.00,172,39
5146,Drones got Stuck,972.00,212,31
5147,No Failure,383.00,93,0
5148,No Failure,327.00,78,0
5149,Drones got Stuck,776.00,168,27
5150,No Failure,623.00,153,0
5151,Drones got Stuck,860.00,204,11
5152,No Failure,655.00,158,2
5153,Budget runs out,1284.00,290,33
5154,Drones got Stuck,488.00,107,23
5155,Out of Time,1224.00,300,8
5156,No Failure,407.00,100,0
5157,No Failure,340.00,75,10
5158,No Failure,956.00,223,17
5159,No Failure,543.00,133,0
5160,Drones got Stuck,1032.00,233,27
5161,No Failure,343.00,83,0
5162,No Failure,343.00,83,0
5163,Drones got Stuck,488.00,97,45
5164,No Failure,1167.00,282,5
5165,No Failure,1203.00,293,7
5166,Out of Time,1208.00,300,4
5167,Out of Time,1216.00,300,7
5168,Drones got Stuck,756.00,138,73
5169,Drones got Stuck,804.00,189,12
5170,Drones got Stuck,760.00,167,23
5171,No Failure,895.00,220,2
5172,Drones got Stuck,1008.00,228,28
5173,No Failure,835.00,206,2
5174,Drones got Stuck,964.00,215,45
5175,Drones got Stuck,668.00,155,12
5176,Drones got Stuck,1004.00,236,27
5177,No Failure,819.00,201,2
5178,Drones got Stuck,712.00,156,36
5179,No Failure,675.00,167,0
5180,Drones got Stuck,300.00,64,10
5181,Drones got Stuck,808.00,181,21
5182,No Failure,695.00,171,0
5183,No Failure,687.00,170,0
5184,No Failure,311.00,75,0
5185,Drones got Stuck,1256.00,291,24
5186,No Failure,627.00,154,0
5187,Out of Time,1212.00,300,6
5188,Drones got Stuck,1100.00,262,13
5189,Drones got Stuck,1008.00,230,22
5190,Drones got Stuck,224.00,44,22
5191,Out of Time,1216.00,300,6
5192,No Failure,875.00,216,2
5193,No Failure,359.00,87,0
5194,Out of Time,1208.00,300,4
5195,No Failure,443.00,109,0
5196,No Failure,231.00,53,0
5197,Drones got Stuck,936.00,205,29
5198,Out of Time,1268.00,300,20
5199,No Failure,239.00,57,0
5200,No Failure,439.00,108,0
5201,Drones got Stuck,1036.00,243,20
5202,Drones got Stuck,468.00,105,11
5203,Drones got Stuck,460.00,103,16
5204,Out of Time,1208.00,300,4
5205,Out of Time,1208.00,300,4
5206,Drones got Stuck,956.00,225,14
5207,Out of Time,1224.00,300,8
5208,Drones got Stuck,988.00,234,13
5209,No Failure,15.00,1,0
5210,Budget runs out,1284.00,295,28
5211,Drones got Stuck,992.00,230,28
5212,Budget runs out,1280.00,298,24
5213,No Failure,587.00,143,1
5214,Drones got Stuck,704.00,165,15
5215,Drones got Stuck,1124.00,238,43
5216,Out of Time,1272.00,300,19
5217,Out of Time,1260.00,300,17
5218,Drones got Stuck,484.00,83,37
5219,Drones got Stuck,872.00,198,36
5220,No Failure,1020.00,241,15
5221,Drones got Stuck,1036.00,246,13
5222,No Failure,687.00,170,0
5223,No Failure,559.00,137,1
5224,No Failure,1019.00,250,4
5225,No Failure,772.00,186,8
5226,Budget runs out,1280.00,293,30
5227,Out of Time,1212.00,300,5
5228,No Failure,912.00,218,11
5229,Drones got Stuck,944.00,214,22
5230,Drones got Stuck,912.00,215,13
5231,Drones got Stuck,768.00,181,11
5232,Out of Time,1220.00,300,8
5233,Budget runs out,1280.00,299,23
5234,No Failure,875.00,214,2
5235,No Failure,972.00,235,9
5236,Out of Time,1240.00,300,12
5237,Out of Time,1208.00,300,4
5238,Out of Time,1224.00,300,12
5239,Drones got Stuck,1212.00,277,28
5240,No Failure,239.00,56,0
5241,Drones got Stuck,1188.00,278,30
5242,Out of Time,1212.00,300,5
5243,No Failure,507.00,125,0
5244,No Failure,363.00,89,0
5245,Out of Time,1264.00,300,18
5246,No Failure,343.00,83,0
5247,Drones got Stuck,1256.00,246,88
5248,Budget runs out,1280.00,260,96
5249,Out of Time,1240.00,300,17
5250,No Failure,772.00,184,10
5251,Out of Time,1256.00,300,16
5252,Budget runs out,1280.00,275,47
5253,No Failure,1043.00,258,4
5254,No Failure,15.00,2,0
5255,Out of Time,1268.00,300,32
5256,Out of Time,1272.00,300,20
5257,No Failure,775.00,190,2
5258,No Failure,371.00,90,0
5259,No Failure,411.00,101,0
5260,No Failure,844.00,204,8
5261,No Failure,380.00,86,9
5262,Out of Time,1268.00,300,19
5263,Out of Time,1220.00,300,7
5264,No Failure,784.00,192,5
5265,Drones got Stuck,832.00,194,14
5266,Out of Time,1244.00,300,15
5267,No Failure,947.00,232,6
5268,Drones got Stuck,1092.00,230,51
5269,Drones got Stuck,400.00,86,13
5270,No Failure,271.00,65,0
5271,Drones got Stuck,348.00,71,15
5272,No Failure,884.00,210,12
5273,No Failure,675.00,166,0
5274,Budget runs out,1280.00,299,42
5275,No Failure,311.00,75,0
5276,Budget runs out,1280.00,278,49
5277,Budget runs out,1280.00,284,62
5278,Drones got Stuck,592.00,137,11
5279,No Failure,1199.00,293,8
5280,Out of Time,1252.00,300,15
5281,Drones got Stuck,1184.00,247,52
5282,No Failure,463.00,114,0
5283,Budget runs out,1280.00,293,29
5284,Out of Time,1240.00,300,13
5285,Drones got Stuck,1036.00,246,13
5286,Out of Time,1256.00,300,16
5287,No Failure,11.00,1,0
5288,Budget runs out,1280.00,296,31
5289,Out of Time,1208.00,300,4
5290,Drones got Stuck,844.00,196,26
5291,Drones got Stuck,1272.00,288,34
5292,Drones got Stuck,420.00,93,11
5293,No Failure,0.00,0,0
5294,Out of Time,1252.00,300,17
5295,Out of Time,1228.00,300,12
5296,Out of Time,1204.00,300,2
5297,Drones got Stuck,960.00,224,16
5298,No Failure,1067.00,262,4
5299,Budget runs out,1280.00,255,75
5300,Out of Time,1240.00,300,12
5301,Drones got Stuck,452.00,101,11
5302,No Failure,1095.00,267,4
5303,Out of Time,1232.00,300,10
5304,Budget runs out,1280.00,294,29
5305,No Failure,787.00,193,2
5306,Budget runs out,1284.00,297,32
5307,Budget runs out,1280.00,282,51
5308,Drones got Stuck,372.00,82,10
5309,Out of Time,1276.00,300,21
5310,Drones got Stuck,952.00,225,13
5311,Drones got Stuck,624.00,136,29
5312,Budget runs out,1284.00,267,64
5313,No Failure,163.00,39,0
5314,No Failure,315.00,76,0
5315,Drones got Stuck,308.00,53,23
5316,No Failure,859.00,211,2
5317,Out of Time,1208.00,300,4
5318,No Failure,779.00,190,0
5319,Drones got Stuck,652.00,151,12
5320,No Failure,443.00,107,0
5321,Out of Time,1228.00,300,12
5322,Out of Time,1240.00,300,12
5323,Drones got Stuck,892.00,212,18
5324,Drones got Stuck,848.00,201,11
5325,Drones got Stuck,480.00,106,13
5326,No Failure,455.00,112,0
5327,Out of Time,1208.00,300,4
5328,Drones got Stuck,1024.00,228,45
5329,Out of Time,1264.00,300,18
5330,No Failure,983.00,243,3
5331,Out of Time,1208.00,300,4
5332,Budget runs out,1280.00,296,26
5333,Out of Time,1248.00,300,14
5334,Budget runs out,1280.00,299,34
5335,Out of Time,1224.00,300,9
5336,Out of Time,1208.00,300,4
5337,Drones got Stuck,360.00,70,19
5338,No Failure,1147.00,283,4
5339,Out of Time,1208.00,300,4
5340,Drones got Stuck,1136.00,263,29
5341,Drones got Stuck,396.00,69,29
5342,Out of Time,1236.00,300,11
5343,Out of Time,1284.00,300,25
5344,Drones got Stuck,556.00,104,34
5345,Drones got Stuck,1116.00,254,37
5346,Drones got Stuck,1032.00,242,27
5347,Drones got Stuck,1252.00,281,44
5348,Drones got Stuck,1008.00,208,44
5349,Out of Time,1256.00,300,17
5350,No Failure,991.00,245,2
5351,No Failure,791.00,195,2
5352,No Failure,847.00,207,2
5353,Drones got Stuck,492.00,103,19
5354,Drones got Stuck,388.00,81,15
5355,Out of Time,1208.00,300,4
5356,No Failure,23.00,2,0
5357,Drones got Stuck,308.00,62,27
5358,Drones got Stuck,388.00,83,13
5359,Drones got Stuck,404.00,89,11
5360,Out of Time,1212.00,300,6
5361,Drones got Stuck,484.00,109,11
5362,No Failure,867.00,214,3
5363,No Failure,363.00,88,0
5364,Drones got Stuck,120.00,19,10
5365,Out of Time,1248.00,300,24
5366,Drones got Stuck,356.00,63,25
5367,Drones got Stuck,432.00,84,31
5368,Out of Time,1276.00,300,22
5369,Drones got Stuck,408.00,88,13
5370,No Failure,787.00,194,2
5371,No Failure,23.00,3,0
5372,Out of Time,1208.00,300,4
5373,Drones got Stuck,432.00,76,31
5374,No Failure,807.00,199,2
5375,Out of Time,1208.00,300,4
5376,Out of Time,1208.00,300,4
5377,Drones got Stuck,764.00,162,29
5378,Drones got Stuck,1168.00,268,38
5379,Drones got Stuck,268.00,46,20
5380,Drones got Stuck,704.00,152,25
5381,Drones got Stuck,524.00,117,13
5382,No Failure,175.00,43,0
5383,Drones got Stuck,528.00,121,10
5384,Drones got Stuck,1160.00,243,86
5385,Out of Time,1208.00,300,4
5386,Out of Time,1224.00,300,10
5387,No Failure,1015.00,240,13
5388,Drones got Stuck,616.00,105,72
5389,No Failure,1184.00,287,11
5390,No Failure,303.00,74,0
5391,No Failure,839.00,206,2
5392,No Failure,991.00,244,2
5393,Out of Time,1268.00,300,26
5394,No Failure,959.00,214,32
5395,No Failure,871.00,215,2
5396,No Failure,487.00,121,0
5397,Out of Time,1208.00,300,4
5398,Drones got Stuck,232.00,47,10
5399,No Failure,1171.00,289,4
5400,No Failure,327.00,79,0
5401,Drones got Stuck,628.00,130,26
5402,No Failure,331.00,81,0
5403,Out of Time,1272.00,300,20
5404,Drones got Stuck,1276.00,299,21
5405,Out of Time,1216.00,300,7
5406,Drones got Stuck,516.00,104,24
5407,Drones got Stuck,804.00,189,12
5408,No Failure,835.00,206,2
5409,Drones got Stuck,696.00,122,82
5410,Drones got Stuck,608.00,137,14
5411,No Failure,0.00,0,0
5412,Budget runs out,1280.00,297,37
5413,Drones got Stuck,592.00,136,11
5414,No Failure,800.00,192,9
5415,No Failure,347.00,85,0
5416,Out of Time,1268.00,300,29
5417,No Failure,847.00,205,2
5418,Budget runs out,1280.00,288,46
5419,Drones got Stuck,896.00,211,14
5420,Out of Time,1212.00,300,5
5421,No Failure,927.00,225,5
5422,No Failure,243.00,59,0
5423,No Failure,883.00,214,5
5424,No Failure,848.00,200,13
5425,No Failure,343.00,82,0
5426,Out of Time,1224.00,300,8
5427,Out of Time,1276.00,300,21
5428,Drones got Stuck,212.00,42,10
5429,No Failure,603.00,148,0
5430,No Failure,495.00,121,0
5431,No Failure,1171.00,289,4
5432,Drones got Stuck,828.00,190,21
5433,No Failure,427.00,98,6
5434,No Failure,984.00,238,9
5435,Out of Time,1208.00,300,4
5436,Drones got Stuck,700.00,164,11
5437,Budget runs out,1284.00,297,26
5438,No Failure,1171.00,289,4
5439,No Failure,307.00,75,0
5440,No Failure,887.00,218,2
5441,Budget runs out,1284.00,292,44
5442,Out of Time,1272.00,300,20
5443,Out of Time,1208.00,300,4
5444,No Failure,911.00,225,2
5445,Drones got Stuck,1260.00,296,26
5446,Drones got Stuck,920.00,195,44
5447,Drones got Stuck,1116.00,260,20
5448,Out of Time,1208.00,300,4
5449,No Failure,319.00,78,0
5450,Out of Time,1208.00,300,4
5451,Drones got Stuck,404.00,90,10
5452,Drones got Stuck,244.00,50,10
5453,Drones got Stuck,748.00,156,31
5454,Out of Time,1208.00,300,4
5455,Drones got Stuck,416.00,82,21
5456,No Failure,31.00,5,0
5457,Out of Time,1236.00,300,13
5458,Drones got Stuck,860.00,201,14
5459,No Failure,447.00,109,0
5460,Out of Time,1248.00,300,15
5461,Out of Time,1276.00,300,22
5462,No Failure,207.00,49,0
5463,No Failure,399.00,96,0
5464,No Failure,1159.00,283,6
5465,Out of Time,1280.00,300,23
5466,Drones got Stuck,244.00,50,10
5467,No Failure,1003.00,248,3
5468,No Failure,1111.00,275,2
5469,Out of Time,1256.00,300,17
5470,Drones got Stuck,200.00,39,10
5471,Drones got Stuck,1112.00,243,35
5472,No Failure,663.00,164,0
5473,Drones got Stuck,456.00,97,16
5474,Out of Time,1232.00,300,10
5475,Drones got Stuck,1028.00,238,22
5476,No Failure,327.00,79,0
5477,Drones got Stuck,284.00,59,11
5478,Out of Time,1208.00,300,4
5479,Drones got Stuck,1100.00,262,23
5480,No Failure,968.00,222,21
5481,Out of Time,1276.00,300,27
5482,No Failure,360.00,85,5
5483,Drones got Stuck,616.00,142,12
5484,No Failure,367.00,90,0
5485,No Failure,691.00,169,0
5486,Drones got Stuck,1224.00,291,16
5487,Out of Time,1228.00,300,13
5488,Drones got Stuck,496.00,97,26
5489,Out of Time,1256.00,300,17
5490,No Failure,771.00,188,2
5491,Drones got Stuck,424.00,88,17
5492,Drones got Stuck,832.00,183,26
5493,Drones got Stuck,220.00,44,12
5494,Budget runs out,1284.00,268,66
5495,Drones got Stuck,332.00,71,11
5496,No Failure,307.00,72,0
5497,No Failure,19.00,3,0
5498,Drones got Stuck,1240.00,295,25
5499,Budget runs out,1280.00,291,31
5500,Drones got Stuck,400.00,81,18
5501,No Failure,703.00,172,1
5502,No Failure,831.00,204,2
5503,No Failure,399.00,98,0
5504,No Failure,679.00,167,0
5505,No Failure,383.00,93,0
5506,No Failure,251.00,60,0
5507,Budget runs out,1280.00,289,49
5508,Drones got Stuck,756.00,167,32
5509,Budget runs out,1280.00,266,62
5510,Budget runs out,1280.00,299,27
5511,Out of Time,1212.00,300,5
5512,Budget runs out,1284.00,276,47
5513,Drones got Stuck,640.00,138,21
5514,Drones got Stuck,588.00,128,18
5515,Drones got Stuck,812.00,180,23
5516,Out of Time,1208.00,300,4
5517,No Failure,963.00,237,2
5518,No Failure,576.00,139,5
5519,Drones got Stuck,516.00,111,17
5520,Out of Time,1212.00,300,5
5521,No Failure,1004.00,245,7
5522,Out of Time,1212.00,300,5
5523,Drones got Stuck,220.00,38,16
5524,No Failure,923.00,227,2
5525,Drones got Stuck,224.00,35,20
5526,Drones got Stuck,572.00,114,28
5527,Drones got Stuck,560.00,109,30
5528,Drones got Stuck,1276.00,279,41
5529,No Failure,1051.00,259,2
5530,Out of Time,1228.00,300,10
5531,No Failure,1003.00,246,2
5532,No Failure,688.00,168,5
5533,Out of Time,1272.00,300,32
5534,No Failure,411.00,100,0
5535,Out of Time,1208.00,300,4
5536,No Failure,803.00,189,11
5537,Budget runs out,1280.00,299,23
5538,No Failure,731.00,180,0
5539,Drones got Stuck,376.00,82,11
5540,No Failure,415.00,101,0
5541,No Failure,495.00,121,0
5542,Out of Time,1208.00,300,4
5543,No Failure,271.00,65,0
5544,No Failure,1031.00,255,2
5545,Out of Time,1212.00,300,6
5546,No Failure,915.00,225,2
5547,No Failure,663.00,163,0
5548,No Failure,840.00,206,5
5549,Out of Time,1256.00,300,16
5550,No Failure,1071.00,264,4
5551,No Failure,995.00,242,4
5552,Drones got Stuck,736.00,172,12
5553,Out of Time,1224.00,300,8
5554,Out of Time,1212.00,300,5
5555,Drones got Stuck,192.00,37,10
5556,No Failure,711.00,174,2
5557,No Failure,315.00,73,0
5558,Drones got Stuck,1144.00,270,28
5559,No Failure,491.00,122,0
5560,Budget runs out,1280.00,299,39
5561,Out of Time,1236.00,300,12
5562,No Failure,227.00,52,0
5563,Out of Time,1216.00,300,7
5564,Out of Time,1264.00,300,27
5565,No Failure,787.00,190,4
5566,No Failure,747.00,185,0
5567,Budget runs out,1280.00,298,40
5568,Drones got Stuck,544.00,100,35
5569,Drones got Stuck,1040.00,238,30
5570,No Failure,423.00,96,12
5571,Out of Time,1260.00,300,18
5572,No Failure,363.00,86,0
5573,Out of Time,1212.00,300,5
5574,Drones got Stuck,512.00,114,13
5575,No Failure,611.00,150,0
5576,Drones got Stuck,260.00,43,38
5577,No Failure,0.00,0,0
5578,Drones got Stuck,604.00,140,10
5579,Drones got Stuck,1212.00,279,25
5580,No Failure,643.00,158,0
5581,Out of Time,1208.00,300,4
5582,Drones got Stuck,884.00,208,13
5583,No Failure,1012.00,231,23
5584,No Failure,299.00,72,0
5585,Drones got Stuck,436.00,87,21
5586,No Failure,1151.00,283,4
5587,No Failure,915.00,219,8
5588,No Failure,1132.00,272,13
5589,Drones got Stuck,900.00,210,20
5590,No Failure,920.00,226,5
5591,No Failure,1107.00,263,12
5592,Drones got Stuck,1024.00,232,24
5593,Drones got Stuck,1132.00,260,24
5594,Drones got Stuck,336.00,59,24
5595,No Failure,883.00,218,2
5596,No Failure,291.00,71,0
5597,Budget runs out,1280.00,280,53
5598,Out of Time,1276.00,300,21
5599,Budget runs out,1280.00,293,29
5600,No Failure,839.00,206,2
5601,Out of Time,1220.00,300,7
5602,Budget runs out,1284.00,299,27
5603,No Failure,643.00,159,0
5604,Out of Time,1208.00,300,4
5605,Budget runs out,1280.00,270,52
5606,Drones got Stuck,1180.00,279,17
5607,Drones got Stuck,272.00,57,10
5608,No Failure,712.00,165,13
5609,Drones got Stuck,1196.00,259,56
5610,Drones got Stuck,264.00,54,21
5611,Drones got Stuck,1124.00,259,24
5612,No Failure,415.00,102,0
5613,Out of Time,1272.00,300,20
5614,Out of Time,1208.00,300,4
5615,Drones got Stuck,812.00,188,15
5616,Drones got Stuck,1228.00,279,41
5617,No Failure,47.00,9,0
5618,Budget runs out,1284.00,298,36
5619,Budget runs out,1284.00,294,29
5620,Drones got Stuck,888.00,191,31
5621,Budget runs out,1284.00,298,34
5622,Drones got Stuck,944.00,214,22
5623,Drones got Stuck,1204.00,263,48
5624,Out of Time,1228.00,300,12
5625,No Failure,847.00,209,2
5626,No Failure,391.00,95,0
5627,Drones got Stuck,872.00,185,59
5628,Drones got Stuck,780.00,153,73
5629,Drones got Stuck,1212.00,282,22
5630,No Failure,263.00,63,0
5631,Out of Time,1208.00,300,4
5632,Out of Time,1264.00,300,20
5633,Drones got Stuck,720.00,169,12
5634,Out of Time,1260.00,300,17
5635,No Failure,783.00,191,2
5636,Out of Time,1276.00,300,21
5637,Drones got Stuck,600.00,119,54
5638,Budget runs out,1284.00,294,29
5639,Drones got Stuck,484.00,102,30
5640,Budget runs out,1284.00,295,40
5641,No Failure,675.00,165,0
5642,No Failure,671.00,165,0
5643,Out of Time,1212.00,300,5
5644,Out of Time,1208.00,300,4
5645,No Failure,803.00,198,0
5646,Drones got Stuck,864.00,179,64
5647,Drones got Stuck,1128.00,267,16
5648,Out of Time,1228.00,300,9
5649,Drones got Stuck,1268.00,275,64
5650,Drones got Stuck,1152.00,248,41
5651,No Failure,1179.00,289,8
5652,Drones got Stuck,1200.00,285,20
5653,No Failure,712.00,172,7
5654,Out of Time,1220.00,300,7
5655,Drones got Stuck,260.00,50,14
5656,Drones got Stuck,1004.00,233,18
5657,No Failure,279.00,66,0
5658,No Failure,840.00,205,6
5659,Drones got Stuck,460.00,76,38
5660,Out of Time,1224.00,300,8
5661,Drones got Stuck,1088.00,254,20
5662,Drones got Stuck,376.00,82,11
5663,Out of Time,1272.00,300,21
5664,Drones got Stuck,812.00,155,48
5665,Budget runs out,1284.00,267,80
5666,Drones got Stuck,616.00,128,42
5667,No Failure,239.00,57,0
5668,No Failure,659.00,159,4
5669,Out of Time,1232.00,300,10
5670,No Failure,299.00,73,0
5671,Out of Time,1208.00,300,4
5672,Drones got Stuck,356.00,66,22
5673,No Failure,631.00,138,25
5674,Drones got Stuck,1072.00,244,42
5675,No Failure,1207.00,277,26
5676,Out of Time,1208.00,300,4
5677,No Failure,1035.00,255,2
5678,No Failure,535.00,131,0
5679,Drones got Stuck,1088.00,255,18
5680,Budget runs out,1280.00,289,33
5681,Out of Time,1208.00,300,4
5682,Out of Time,1212.00,300,5
5683,No Failure,775.00,188,6
5684,No Failure,31.00,6,0
5685,Out of Time,1220.00,300,7
5686,No Failure,591.00,145,0
5687,Drones got Stuck,164.00,29,11
5688,Out of Time,1208.00,300,4
5689,No Failure,1148.00,275,14
5690,No Failure,491.00,120,0
5691,Drones got Stuck,972.00,221,22
5692,Out of Time,1208.00,300,4
5693,Out of Time,1228.00,300,11
5694,Out of Time,1248.00,300,22
5695,Drones got Stuck,464.00,98,17
5696,No Failure,1083.00,267,4
5697,Out of Time,1208.00,300,4
5698,No Failure,695.00,171,0
5699,Budget runs out,1280.00,263,98
5700,Out of Time,1272.00,300,26
5701,Drones got Stuck,232.00,47,10
5702,No Failure,303.00,71,0
5703,Drones got Stuck,1204.00,279,23
5704,No Failure,231.00,56,0
5705,Drones got Stuck,1008.00,224,28
5706,No Failure,295.00,70,0
5707,No Failure,839.00,195,15
5708,Out of Time,1252.00,300,24
5709,Drones got Stuck,724.00,169,12
5710,No Failure,383.00,94,0
5711,Out of Time,1236.00,300,11
5712,No Failure,1059.00,260,4
5713,Drones got Stuck,1044.00,246,24
5714,Out of Time,1220.00,300,8
5715,Drones got Stuck,1148.00,261,27
5716,Out of Time,1280.00,300,37
5717,Drones got Stuck,508.00,105,22
5718,No Failure,243.00,58,0
5719,Drones got Stuck,460.00,99,15
5720,Out of Time,1260.00,300,17
5721,No Failure,447.00,111,0
5722,Drones got Stuck,268.00,51,15
5723,Drones got Stuck,296.00,60,13
5724,Drones got Stuck,604.00,128,33
5725,Out of Time,1208.00,300,4
5726,Drones got Stuck,244.00,49,11
5727,Drones got Stuck,276.00,58,10
5728,Out of Time,1236.00,300,11
5729,Drones got Stuck,1124.00,252,29
5730,Drones got Stuck,976.00,231,13
5731,Out of Time,1264.00,300,32
5732,No Failure,283.00,68,0
5733,Drones got Stuck,664.00,154,12
5734,No Failure,27.00,4,0
5735,Out of Time,1208.00,300,4
5736,No Failure,987.00,243,2
5737,No Failure,399.00,97,0
5738,Out of Time,1212.00,300,6
5739,Drones got Stuck,712.00,157,30
5740,No Failure,543.00,134,0
5741,Drones got Stuck,956.00,226,13
5742,Drones got Stuck,188.00,34,12
5743,Drones got Stuck,720.00,167,13
5744,No Failure,379.00,91,0
5745,No Failure,387.00,94,0
5746,No Failure,335.00,82,0
5747,Drones got Stuck,884.00,208,13
5748,No Failure,303.00,73,0
5749,Drones got Stuck,260.00,52,14
5750,No Failure,575.00,133,7
5751,No Failure,259.00,62,0
5752,Drones got Stuck,1032.00,235,29
5753,No Failure,811.00,197,2
5754,No Failure,419.00,101,0
5755,No Failure,911.00,225,2
5756,No Failure,303.00,73,0
5757,Out of Time,1244.00,300,13
5758,No Failure,983.00,235,10
5759,Budget runs out,1280.00,299,27
5760,No Failure,239.00,57,0
5761,Drones got Stuck,404.00,90,10
5762,No Failure,695.00,171,0
5763,Out of Time,1220.00,300,7
5764,Drones got Stuck,684.00,141,30
5765,No Failure,631.00,149,7
5766,No Failure,955.00,229,9
5767,Out of Time,1208.00,300,4
5768,No Failure,487.00,119,0
5769,No Failure,395.00,96,0
5770,Out of Time,1208.00,300,4
5771,Drones got Stuck,760.00,156,33
5772,Drones got Stuck,256.00,47,16
5773,Drones got Stuck,888.00,202,31
5774,No Failure,291.00,69,0
5775,Drones got Stuck,496.00,91,32
5776,Out of Time,1224.00,300,8
5777,Drones got Stuck,416.00,84,19
5778,Drones got Stuck,944.00,223,13
