Iteration,W_dist,mu_dist,var_dist,mu_wind,var_wind,W_angle,var_wind_angle_change
1,1.0,0.5,0.5,0.25,0.01,1.0,1.0
2,0.9755476680218816,0.5064391942426973,0.5962446438335625,0.2225892607679571,0.010252784095076675,0.8170545262181874,0.8230390167870529
3,0.9124073855626316,0.4598914582943351,0.5556672485931766,0.2209408304481309,0.011022793866607287,0.6715381606074637,0.8629367330987765
4,0.8796850841092175,0.4586334421643944,0.5490731463598807,0.20719505422357212,0.011115918675461186,0.6066827059940301,0.5838069166601153
5,0.8860346508771133,0.32719241059005466,0.5540321154188126,0.21343432723138844,0.011184870977206813,0.5806501457311988,0.8441255545168973
6,0.8675672916497343,0.35638576485381507,0.5832685219049395,0.20427369652916777,0.011436918880260327,0.6030119016897845,0.9150512927545418
7,0.8666665506288487,0.4206130656646174,0.5853557588011411,0.18965086589032382,0.011605532335033584,0.7014660832163875,1.051083291475273
8,0.8587089155303703,0.407105901918678,0.5979390997427055,0.2087217307295619,0.011474666711055612,0.738618018268079,1.0350712107061075
9,0.8384827582204502,0.4777241856626935,0.6095831325871625,0.22001695478852984,0.011602854779269863,0.6815644200483882,1.049335115840988
10,0.8328467665007471,0.47426335842955913,0.606822736991924,0.2188213770679907,0.011547522810395772,0.6719308668102904,1.1091933367625773
11,0.8345067995194475,0.46400941292492315,0.6185319813606193,0.21443574022589912,0.011541200131403653,0.7409778730947171,1.0932896065676352
12,0.8318046913859929,0.4514013934884088,0.625578676043161,0.20850852508454845,0.011553985494490602,0.7455454286003516,1.1487714157160633
13,0.8283122699294949,0.46843970756967784,0.6304000096893556,0.2054307232688771,0.011605148026266908,0.7107067317769856,1.1181221169041156
14,0.8309103685749913,0.4763748927541962,0.6232260536981296,0.20420931519322824,0.01165590339975491,0.8515774511682199,1.1400038207335532
15,0.8293718905150977,0.4638197642514149,0.6271946947702814,0.20235266103697797,0.011675495135096418,0.7099642801659214,1.1237493593375538
16,0.8338469594462043,0.48061081792557603,0.6265726611810445,0.20325956336450396,0.011719028057600885,0.6828545676583535,1.122107111646561
17,0.8335927748099519,0.4807135545473783,0.6290931853145738,0.20612789113866264,0.01167914512013642,0.6340457838393243,1.0733107090284892
18,0.8339502607259386,0.46575621632302305,0.6355102415523974,0.20328258347758454,0.011726622880387299,0.6164398666943613,1.0422068563060938
19,0.8347986056005807,0.46438829553608946,0.6366648831000474,0.2037080861905612,0.01172976750171503,0.6165183925992014,1.0349596578108609
20,0.8345807008025561,0.4542959059646728,0.6361393052623497,0.20557502976601305,0.01173846756856782,0.6331130323858182,1.0362651308531956
21,0.8342667156339119,0.45610437128317954,0.6336262294554398,0.20862852504435994,0.011741832325441837,0.6138594837592473,1.0586200102019212
22,0.8341274549008822,0.4611213908654337,0.6315146429605841,0.2097010697561104,0.011728083699664325,0.6268977902248768,1.0616581024800191
23,0.8343993817228748,0.46167579901171235,0.6274772382214424,0.21025819375709726,0.011720515412289304,0.532877321406535,1.057456192657243
24,0.83483598657656,0.4680836071458043,0.6316567438747956,0.21100278914489246,0.011717519176864763,0.5728587053902097,1.057492945177924
25,0.8349193081138842,0.468560816172282,0.6326341481048564,0.2103215633443259,0.011709793426040624,0.5827135014001819,1.0557324685383105
26,0.8347213285146555,0.46708646954605804,0.6305358365594013,0.20999981899709036,0.011711577010688149,0.5561346644248698,1.052992267625513
27,0.834526637724643,0.4682191520430147,0.6299370040095184,0.21051298436557744,0.011715432424474457,0.5770835750726666,1.0520010575457432
28,0.8346579932660745,0.46675453772773123,0.629473233728209,0.21125629935297738,0.011719876881010663,0.5821352139172019,1.05586352475929
29,0.8350238187301386,0.46664257783057195,0.6296053129008943,0.21068837526304507,0.011710560037625415,0.5578099289432008,1.0577164427852193
30,0.8350558750565341,0.46716931439791654,0.6311057530686679,0.21092585871995484,0.011707108822431998,0.5576021824195125,1.0582903594171087
31,0.8350761230733466,0.4667647934474995,0.6312891155210538,0.2108801180271323,0.011707937685636691,0.5582248577138794,1.0604518014975413
